时间,城市,音乐剧,卡司,剧院
2023-05-20 20:00,深圳,求婚女王,,龙岗文化中心大剧院
2023-05-20 20:00,珠海,I LOVE YOU…,MAN1:徐奕然 WOMAN1:毛珏懿 MAN2:袁野 WOMAN2:王樵知 钢琴:李俊成 小提琴:茜仑,珠海大剧院歌剧厅
2023-05-21 14:00,上海,剧院魅影,魅影:何亮辰 克里斯汀·戴伊:杨陈秀一 劳尔·沙尼子爵:赵超凡 卡洛塔·朱迪切利:周孟涛 乌巴尔多·皮安吉:李忻润 费尔曼先生:王峙儒 安德烈先生:吴勃臻 吉瑞夫人:陈沁 梅格·吉瑞:樊苏颐,上海大剧院大剧场
2023-05-21 14:00,上海,狄俄尼索斯,狄俄尼索斯:林燕婷 阿波罗:霍泽安 安普罗斯:王颢珏 普罗辛诺斯/无名的人/阿里阿德涅/警察:刘明明,星空间622号·BDWAY小剧场
2023-05-21 14:00,成都,熊猫,,熊猫剧院
2023-05-21 14:30,上海,无法访问,林嘉怡:杜钇樵 李梦:左一平 窦豆:施博威 姜大海:张淼龙,上海文化广场户外舞台
2023-05-21 14:30,上海,猎罪图鉴,沈翊:舒杨 杜城:胡迪 蒋歌:丁汀 范若瑄:于佳鑫 瞿蓝心:蒋倩如 任晓玄:刘乙萱 梁毅:吴俊鹏 蒋峰:田野 李晗:张艺 张局/雷队:傅震华 多功能男:饶恒宇 多功能女1:潘珏辰 多功能女2:陈佳佳,云峰剧院
2023-05-21 14:30,上海,城堡,霍姆斯:高杨 本杰明:钟嘉诚 凯莉:冯远 托尼:张旭辰,上海共舞台
2023-05-21 14:30,上海,桑塔露琪亚,Stevie:赵霄汉 Chi Chi:周仕麒 Sonny Boy:陈志,人民大舞台
2023-05-21 14:30,上海,醉后赢家,李丁一:余镇鳌 杨鼎天:周靖杰 信佳佳:印小倩 周大福:何岳城 杜海燕:孙叶雨,兰心大戏院
2023-05-21 14:30,上海,致命旋律,尼古拉斯:霍京晖 科伦:姜崃 杰弗瑞:方银河 艾芙琳:秦子淳,长江剧场黑匣子
2023-05-21 14:30,上海,月亮与六便士,查尔斯:何铭海 艾米&老板娘:暴晓萱 威廉&斯特里夫:陈旭茂 布兰琪&爱塔:卓群,星空间815号·缪时客小剧场
2023-05-21 14:30,上海,小说,格雷·亨特:牛博为 怀特·希斯曼:汤佳明 休·戴克:刘牧,星空间115号·缪时客小剧场
2023-05-21 14:30,上海,FLAMES火焰,梅瑞狄斯:彭筱涵 爱德蒙:孙豆尔 埃里克:邵立君,星空间4号·缪时客小剧场
2023-05-21 14:30,上海,辛吉路的画材店,卡路:徐杭 塞修:董豫辰 辛吉:刘瀚聪,星空间2号·好好有戏剧场
2023-05-21 14:30,上海,灯塔,霍普:元佳辰 怀恩:冯文彦 守塔人:张哲豪,星空间9号·鲸剧场
2023-05-21 14:30,上海,求婚女王,,开心麻花剧场-上海南翔印象城店
2023-05-21 14:30,北京,威尼斯商人,鲍西亚:宁馨儿 巴萨尼奧:李嘉骏 安东尼奥:张智伟 夏洛克:周校校,时间剧场TIME THEATRE
2023-05-21 14:30,北京,致命旋律,尼古拉斯:朱家鹏 科伦:李卓远 杰弗瑞:李信 艾芙琳:刘晓燕,开心麻花磁剧场
2023-05-21 15:00,广州,恋爱吧！人类,李浩民:潘龙 韩秋子:王雨姝 Simba:林瀚青 Mary:罗月宁,广州南方剧院
2023-05-21 15:00,东莞,绽放,张桂梅:袁东方 老陈:淮梓伦 沈老师:代玮 老师:许越,东莞玉兰大剧院
2023-05-21 15:30,深圳,白夜行,唐泽雪穗:韩雪 桐原亮司:刘令飞 园村友彦:郑艺彬 高宫诚:胡超政 笹垣润三:亚森 桐原洋介:张光磊 筱冢一成:邱椿博 桐原弥生子/花冈夕子:张沁丹 藤村都子:王赵沫妍 川岛江利子:朱佳艳 筱冢美佳:何郝熙 松浦勇:张琦铭 中冢警官:范金锴 筱冢康晴:许翀烨 西本文代:刘禹彤 唐泽礼子:翟诗曼 舞蹈队长:李明哲 舞蹈队长:孙锋 演员/舞者:王鹏屹 演员/舞者:许智淇 演员/舞者:许伊瑶 演员/舞者:孙铖 演员/舞者:高小茜,光明文化艺术中心 演艺中心大剧场
2023-05-21 16:30,上海,谋杀歌谣,Tom:李向哲 Sara:赵雨卉 Michael:徐步超 旁白:沐里,上海老卵俱乐部
2023-05-21 16:30,成都,灯塔,霍普:韩佳旭 怀恩:孙博 守塔人:罗涣涣,西部文化产业中心·鲸剧场
2023-05-21 19:30,上海,哈姆雷特,哈姆雷特:金圣权 克劳狄斯:郑棋元 葛楚德:朱芾 奥菲莉娅:林润欣 波洛涅斯:赵禹钧 赖尔蒂斯:徐泽辉 老哈姆雷特灵魂:胡芳洲 霍瑞修:刘锦,上海文化广场主剧场
2023-05-21 19:30,上海,无法访问,林嘉怡:陈芙蓉 李梦:谭睿蕾 窦豆:施博威 姜大海:张淼龙,上海文化广场户外舞台
2023-05-21 19:30,上海,剧院魅影,魅影:何亮辰 克里斯汀·戴伊:潘杭苇 劳尔·沙尼子爵:赵超凡 卡洛塔·朱迪切利:周孟涛 乌巴尔多·皮安吉:李忻润 费尔曼先生:王峙儒 安德烈先生:吴勃臻 吉瑞夫人:陈沁 梅格·吉瑞:樊苏颐,上海大剧院大剧场
2023-05-21 19:30,上海,猎罪图鉴,沈翊:毛二 杜城:徐昊 蒋歌:徐瑶 范若瑄:莫海婧 瞿蓝心:蒋倩如 任晓玄:刘乙萱 梁毅:孙豆尔 蒋峰:徐奕然 李晗:张艺 张局/雷队:毛寅东 多功能男:饶恒宇 多功能女1:徐茜 多功能女2:卓群,云峰剧院
2023-05-21 19:30,上海,城堡,霍姆斯:赵伟钢 本杰明:钟舜傲 凯莉:马小乔 托尼:郭嘉轩,上海共舞台
2023-05-21 19:30,上海,致命旋律,尼古拉斯:赵洪博 科伦:王培杰 杰弗瑞:翟松 艾芙琳:秦子淳,长江剧场黑匣子
2023-05-21 19:30,上海,阿波罗尼亚,理查德:徐佳文 奥斯卡:邵奕磊 史蒂夫:李存贤,星空间1号·一台好戏小剧场
2023-05-21 19:30,上海,月亮与六便士,查尔斯:何铭海 艾米&老板娘:暴晓萱 威廉&斯特里夫:陈旭茂 布兰琪&爱塔:邹子月,星空间815号·缪时客小剧场
2023-05-21 19:30,上海,小说,格雷·亨特:余镇鳌 怀特·希斯曼:刘牧 休·戴克:徐步超,星空间115号·缪时客小剧场
2023-05-21 19:30,上海,FLAMES火焰,梅瑞狄斯:蔡馨怡 爱德蒙:于滨嘉 埃里克:汤佳明,星空间4号·缪时客小剧场
2023-05-21 19:30,上海,辛吉路的画材店,卡路:李珏 塞修:牛博为 辛吉:车鸣笛,星空间2号·好好有戏剧场
2023-05-21 19:30,上海,灯塔,霍普:邵立君 怀恩:尹智博 守塔人:孙欣业,星空间9号·鲸剧场
2023-05-21 19:30,上海,谋杀歌谣,Tom:钱蒙楠 Sara:陈棋尔 Michael:马海生 旁白:覃一凡,上海老卵俱乐部
2023-05-21 19:30,北京,致命旋律,尼古拉斯:朱家鹏 科伦:李卓远 杰弗瑞:李信 艾芙琳:刘晓燕,开心麻花磁剧场
2023-05-21 19:30,成都,阿波罗尼亚,理查德:施博威 奥斯卡:朱亚洲 史蒂夫:段霁洛,西部文化产业中心·一台好戏小剧场
2023-05-21 19:30,广州,阿波罗尼亚,理查德:杨宇威 奥斯卡:李政绪 史蒂夫:郝李英杰,阿波罗尼亚·广州馆
2023-05-21 19:30,武汉,灯塔,霍普:文振宇 怀恩:饶克勤 守塔人:易俊,武汉剧院小剧场
2023-05-21 19:30,西安,摘星辰,曜:铭亮 李白:李宸希 庄周:李霄云 明世隐:高天鹤 公孙离:张雅琪 瑶:湛嘉丽 云中君:金天泽 东皇太一:袁岱 操偶师:吴耿华,西安浐灞保利大剧院
2023-05-21 20:00,成都,Hi Hi 莎士比亚,JULIA:黄雨蝶 CESAR:缪银海 PATRICK:赵奕然 HELEN:姚一依,off stage live
2023-05-21 20:00,东莞,绽放,张桂梅:喻越越 老陈:淮梓伦 沈老师:代玮 老师:许越,东莞玉兰大剧院
2023-05-23 19:30,上海,剧院魅影,魅影:刘令飞 克里斯汀·戴伊:潘杭苇 劳尔·沙尼子爵:李宸希 卡洛塔·朱迪切利:周孟涛 乌巴尔多·皮安吉:李忻润 费尔曼先生:王峙儒 安德烈先生:吴勃臻 吉瑞夫人:陈沁 梅格·吉瑞:樊苏颐,上海大剧院大剧场
2023-05-23 19:30,上海,城堡,霍姆斯:赵伟钢 本杰明:钟舜傲 凯莉:郭耀嵘 托尼:郭嘉轩,上海共舞台
2023-05-23 19:30,上海,阿波罗尼亚,理查德:李苏霖 奥斯卡:祝颂皓 史蒂夫:曹牧之,星空间1号·一台好戏小剧场
2023-05-23 19:30,上海,翻国王棋,奥尔森:蛋蛋 克雷加德:刘阳 戈布:郭亢 弗雷:孙欣业 玛尼:宋元明 伊敦:李佳音,星空间77号·鲸剧场
2023-05-23 19:30,上海,狄俄尼索斯,狄俄尼索斯:黄可 阿波罗:王国栋 安普罗斯:刘明明 普罗辛诺斯/无名的人/阿里阿德涅/警察:陈旭茂,星空间622号·BDWAY小剧场
2023-05-23 19:30,广州,阿波罗尼亚,理查德:陈科铭 奥斯卡:曾鑫 史蒂夫:李玉言,阿波罗尼亚·广州馆
2023-05-23 19:30,福州,I LOVE YOU…,MAN1:王天择 WOMAN1:毛珏懿 MAN2:钱海睿 WOMAN2:王樵知 钢琴:李俊成 小提琴:茜仑,福州大学城文化艺术中心
2023-05-23 19:30,东莞,这里冬天不下雪,徐家俊:李泽楷 夏晓雪:黄晓婕 王阿婆:王尊强 洪伟杰:王璀璇 多功能女:徐晓玥 多功能男:刘柏辰 Rapper:MOSSA（壹指团体）,东莞市文化馆星剧场
2023-05-23 20:00,珠海,一出好戏,蝙蝠:单冠朝 马进:周可人 姗姗:严小北 小兴:陆宇鹏 张总:姜昊旻 小王:周国帅,珠海大剧院歌剧厅
2023-05-24 11:00,成都,熊猫,,熊猫剧院
2023-05-24 14:00,北京,京·谣,王新元:王海祥 王超英:刘福安 南诗琴:黄绮雯 金顺:朱兴东 妍妍:马熙媛 肖彰:秦荣 瑟琳娜:曹娜 轩轩:顾轩畅,京演·民族文化宫大剧院
2023-05-24 19:30,上海,剧院魅影,魅影:刘令飞 克里斯汀·戴伊:杨陈秀一 劳尔·沙尼子爵:李宸希 卡洛塔·朱迪切利:周孟涛 乌巴尔多·皮安吉:李忻润 费尔曼先生:王峙儒 安德烈先生:吴勃臻 吉瑞夫人:陈沁 梅格·吉瑞:樊苏颐,上海大剧院大剧场
2023-05-24 19:30,上海,猎罪图鉴,沈翊:瞿艺 杜城:施哲明 蒋歌:张沁丹 范若瑄:杨琳 瞿蓝心:王芯芯 任晓玄:湛嘉丽 梁毅:吴俊鹏 蒋峰:顾易 李晗:彭筱涵 张局/雷队:张云轩 多功能男:周波 多功能女1:徐茜 多功能女2:叶嘉雯,云峰剧院
2023-05-24 19:30,上海,城堡,霍姆斯:郭亢 本杰明:钟舜傲 凯莉:郭耀嵘 托尼:张旭辰,上海共舞台
2023-05-24 19:30,上海,FLAMES火焰,梅瑞狄斯:刘乙萱 爱德蒙:孙豆尔 埃里克:汤佳明,星空间4号·缪时客小剧场
2023-05-24 19:30,上海,辛吉路的画材店,卡路:李珏 塞修:牛博为 辛吉:王颢珏,星空间2号·好好有戏剧场
2023-05-24 19:30,上海,嘿！亚利桑那,简:陈玉婷 比利:曹牧之 怀亚特:胡迪 约瑟芬:于梦滢 强尼:褚俊驰 哈利:宋凯文 波特:陈旭茂,嘿！亚利桑那
2023-05-24 19:30,上海,狄俄尼索斯,狄俄尼索斯:陈晓琼 阿波罗:王国栋 安普罗斯:田野 普罗辛诺斯/无名的人/阿里阿德涅/警察:陈膺浩,星空间622号·BDWAY小剧场
2023-05-24 19:30,北京,京·谣,王新元:王海祥 王超英:刘福安 南诗琴:黄绮雯 金顺:朱兴东 妍妍:马熙媛 肖彰:秦荣 瑟琳娜:曹娜 轩轩:顾轩畅,京演·民族文化宫大剧院
2023-05-24 19:30,北京,最美的一天,许静雅:党韫葳 大顺凡:周文嘉 小顺凡:娄睿 影子:马小乔,西区剧场
2023-05-24 19:30,广州,阿波罗尼亚,理查德:杨宇威 奥斯卡:曾鑫 史蒂夫:李玉言,阿波罗尼亚·广州馆
2023-05-24 19:30,南京,求婚女王,,银兴菲林影城·1号厅
2023-05-24 19:30,南京,火蔷薇,,1912戏精小剧场
2023-05-24 19:30,福州,I LOVE YOU…,MAN1:王天择 WOMAN1:毛珏懿 MAN2:钱海睿 WOMAN2:王樵知 钢琴:李俊成 小提琴:茜仑,福州大学城文化艺术中心
2023-05-24 19:30,东莞,这里冬天不下雪,徐家俊:李泽楷 夏晓雪:黄晓婕 王阿婆:王尊强 洪伟杰:王璀璇 多功能女:徐晓玥 多功能男:刘柏辰 Rapper:MOSSA（壹指团体）,东莞市文化馆星剧场
2023-05-24 20:00,珠海,一出好戏,蝙蝠:单冠朝 马进:周可人 姗姗:严小北 小兴:陆宇鹏 张总:姜昊旻 小王:周国帅,珠海大剧院歌剧厅
2023-05-25 14:00,北京,京·谣,王新元:王海祥 王超英:刘福安 南诗琴:黄绮雯 金顺:朱兴东 妍妍:马熙媛 肖彰:秦荣 瑟琳娜:曹娜 轩轩:顾轩畅,京演·民族文化宫大剧院
2023-05-25 19:30,上海,剧院魅影,魅影:何亮辰 克里斯汀·戴伊:杨陈秀一 劳尔·沙尼子爵:赵超凡 卡洛塔·朱迪切利:杨丽莹 乌巴尔多·皮安吉:李忻润 费尔曼先生:王峙儒 安德烈先生:吴勃臻 吉瑞夫人:陈沁 梅格·吉瑞:樊苏颐,上海大剧院大剧场
2023-05-25 19:30,上海,猎罪图鉴,沈翊:瞿艺 杜城:吴俊鹏 蒋歌:张沁丹 范若瑄:杨琳 瞿蓝心:陈旭 任晓玄:湛嘉丽 梁毅:孙豆尔 蒋峰:田野 李晗:张艺 张局/雷队:张益群 多功能男:周波 多功能女1:徐茜 多功能女2:叶嘉雯,云峰剧院
2023-05-25 19:30,上海,城堡,霍姆斯:赵伟钢 本杰明:钟嘉诚 凯莉:郭耀嵘 托尼:夏阳,上海共舞台
2023-05-25 19:30,上海,阿波罗尼亚,理查德:施天玮 奥斯卡:邵奕磊 史蒂夫:杜航,星空间1号·一台好戏小剧场
2023-05-25 19:30,上海,灯塔,霍普:赵洪博 怀恩:尹智博 守塔人:遇泓羊,星空间9号·鲸剧场
2023-05-25 19:30,上海,翻国王棋,奥尔森:刘瀚聪 克雷加德:张琦铭 戈布:王颢珏 弗雷:孙欣业 玛尼:邵立君 伊敦:暴晓萱,星空间77号·鲸剧场
2023-05-25 19:30,上海,嘿！亚利桑那,简:吴杭律 比利:滕春鹏 怀亚特:王逸飞 约瑟芬:于梦滢 强尼:连江维 哈利:高瑞杰 波特:高尔金宝音,嘿！亚利桑那
2023-05-25 19:30,上海,狄俄尼索斯,狄俄尼索斯:林燕婷 阿波罗:王国栋 安普罗斯:赵毅劼 普罗辛诺斯/无名的人/阿里阿德涅/警察:陈膺浩,星空间622号·BDWAY小剧场
2023-05-25 19:30,上海,谋杀歌谣,Tom:钱蒙楠 Sara:陈棋尔 Michael:顾易 旁白:王芯芯,上海老卵俱乐部
2023-05-25 19:30,北京,京·谣,王新元:王海祥 王超英:刘福安 南诗琴:黄绮雯 金顺:朱兴东 妍妍:马熙媛 肖彰:秦荣 瑟琳娜:曹娜 轩轩:顾轩畅,京演·民族文化宫大剧院
2023-05-25 19:30,北京,最美的一天,许静雅:党韫葳 大顺凡:周文嘉 小顺凡:冯远 影子:马小乔,西区剧场
2023-05-25 19:30,广州,阿波罗尼亚,理查德:杨宇威 奥斯卡:曾鑫 史蒂夫:李玉言,阿波罗尼亚·广州馆
2023-05-25 19:30,武汉,灯塔,霍普:文振宇 怀恩:梁宵默 守塔人:王皓,武汉剧院小剧场
2023-05-25 19:30,南京,求婚女王,,银兴菲林影城·1号厅
2023-05-25 19:30,济宁,唐朝诡事录之曼陀罗,苏无名:李炜鹏 卢凌风:郑艺彬 谢雁:纪晓坤 姜落声:孙乐仟 柳莺莺:宁梦恬 徐自:王嘉 罗一手:王靖棋 刘大:杜豪洪 陈氏:朱芷秋 顾田:林世杰 曼陀罗:文嫣 古筝:姚佳慧 笛箫尺八:杜子华,济宁大剧院
2023-05-25 20:00,南宁,绽放,张桂梅:谭维维 老陈:淮梓伦 沈老师:代玮 小梦:袁子玉 木沐:徐梦丹 记者:许越,广西文化艺术中心
2023-05-26 14:00,北京,京·谣,王新元:王海祥 王超英:刘福安 南诗琴:张微 金顺:朱兴东 妍妍:马熙媛 肖彰:秦荣 瑟琳娜:曹娜 轩轩:顾轩畅,京演·民族文化宫大剧院
2023-05-26 19:30,上海,剧院魅影,魅影:刘令飞 克里斯汀·戴伊:杨陈秀一 劳尔·沙尼子爵:马添龙 卡洛塔·朱迪切利:周孟涛 乌巴尔多·皮安吉:李忻润 费尔曼先生:王峙儒 安德烈先生:吴勃臻 吉瑞夫人:陈沁 梅格·吉瑞:樊苏颐,上海大剧院大剧场
2023-05-26 19:30,上海,猎罪图鉴,沈翊:舒杨 杜城:吴俊鹏 蒋歌:江南 范若瑄:莫海婧 瞿蓝心:陈旭 任晓玄:湛嘉丽 梁毅:刘政 蒋峰:徐奕然 李晗:彭筱涵 张局/雷队:傅震华 多功能男:朱涵彬 多功能女1:邹子月 多功能女2:卓群,云峰剧院
2023-05-26 19:30,上海,城堡,霍姆斯:高杨 本杰明:张旭辰 凯莉:冯远 托尼:夏阳,上海共舞台
2023-05-26 19:30,上海,南墙计划,小六:徐均朔 张忠礼:李秋盟 大莲:刘浩冉 肖傻子:蛋蛋 胖子:李泽熙 德华:吴锦铎 白老师:赵丹霓 宋荷:李恩妤 多功能:吴志军 多功能:杨济连 多功能:周显波 多功能:赵钱龙 多功能:姜均,人民大舞台
2023-05-26 19:30,上海,春上海1949,郑扬帆:方书剑 林安邦:蔡淇 陈新新:王梓庭 谢麦伦:汤爱民 陈新生:白瀚祥 柏玲:毛珏懿 郑将军:于滨嘉 柏父:江泽辰 戴维:苗宸宇 曾先生:林荣康 军警:石钰铎,上音歌剧院歌剧厅
2023-05-26 19:30,上海,阿波罗尼亚,理查德:徐佳文 奥斯卡:李政绪 史蒂夫:郝李英杰,星空间1号·一台好戏小剧场
2023-05-26 19:30,上海,月亮与六便士,查尔斯:何铭海 艾米&老板娘:黎宛曈 威廉&斯特里夫:杜航 布兰琪&爱塔:蒋芸,星空间815号·缪时客小剧场
2023-05-26 19:30,上海,小说,格雷·亨特:饶恒宇 怀特·希斯曼:刘牧 休·戴克:徐步超,星空间115号·缪时客小剧场
2023-05-26 19:30,上海,FLAMES火焰,梅瑞狄斯:刘乙萱 爱德蒙:朱子尧 埃里克:顾易,星空间4号·缪时客小剧场
2023-05-26 19:30,上海,辛吉路的画材店,卡路:温升宝 塞修:董豫辰 辛吉:王颢珏,星空间2号·好好有戏剧场
2023-05-26 19:30,上海,灯塔,霍普:宋凯文 怀恩:冯文彦 守塔人:孙欣业,星空间9号·鲸剧场
2023-05-26 19:30,上海,嘿！亚利桑那,简:吴杭律 比利:李磊 怀亚特:施哲明 约瑟芬:于梦滢 强尼:连江维 哈利:唐超 波特:高尔金宝音,嘿！亚利桑那
2023-05-26 19:30,上海,Little Jack小杰克,Jack:田野 Julie:陈棋尔,ARK LIVE HOUSE
2023-05-26 19:30,上海,狄俄尼索斯,狄俄尼索斯:强东玥 阿波罗:孙豆尔 安普罗斯:赵毅劼 普罗辛诺斯/无名的人/阿里阿德涅/警察:陈膺浩,星空间622号·BDWAY小剧场
2023-05-26 19:30,上海,谋杀歌谣,Tom:钱蒙楠 Sara:叶嘉雯 Michael:潘龙 旁白:覃一凡,上海老卵俱乐部
2023-05-26 19:30,北京,理想之城,苏筱:王艺瑾 赵显坤:甘泉 夏明:孙圣凯 徐知平:桑可舟 黄礼林:郝晓辉,天桥艺术中心大剧场
2023-05-26 19:30,北京,京·谣,王新元:王海祥 王超英:刘福安 南诗琴:张微 金顺:朱兴东 妍妍:马熙媛 肖彰:秦荣 瑟琳娜:曹娜 轩轩:顾轩畅,京演·民族文化宫大剧院
2023-05-26 19:30,北京,最美的一天,许静雅:党韫葳 大顺凡:周文嘉 小顺凡:娄睿 影子:张曦文,西区剧场
2023-05-26 19:30,北京,致命旋律,尼古拉斯:王帅 科伦:王培杰 杰弗瑞:李信 艾芙琳:曹小欠儿,开心麻花磁剧场
2023-05-26 19:30,成都,灯塔,霍普:杨博皓 怀恩:周靖杰 守塔人:杜舟,西部文化产业中心·鲸剧场
2023-05-26 19:30,广州,阿波罗尼亚,理查德:杨宇威 奥斯卡:脱骁尧 史蒂夫:郑文博,阿波罗尼亚·广州馆
2023-05-26 19:30,武汉,灯塔,霍普:曾阵 怀恩:梁宵默 守塔人:易俊,武汉剧院小剧场
2023-05-26 19:30,佛山,一封陌生女人的来信,少女:卢佩珊 青年女人:向瑞雪 中年女人:曹蕊 R:张传昊 约翰:刘洋 酒吧女:黄雪薇,佛山大剧院大剧场
2023-05-26 19:30,南通,粉丝来信,郑微岚:于晓璘 金海鸣:刘岩 夏光:崔恩尔 李灵:孙礼杰 丁宁:张琛 蛰生:舒荣波 马克梵:刘官卫,南通大剧院歌剧厅
2023-05-26 19:30,青岛,莎翁乐园,莎士比亚:祝颂皓 哈姆雷特:杨皓晨 罗密欧:张玮伦 朱丽叶:陈玉婷,青岛大剧院歌剧厅
2023-05-26 19:30,济宁,唐朝诡事录之曼陀罗,苏无名:李炜鹏 卢凌风:郑艺彬 谢雁:纪晓坤 姜落声:孙乐仟 柳莺莺:宁梦恬 徐自:王嘉 罗一手:王靖棋 刘大:杜豪洪 陈氏:朱芷秋 顾田:林世杰 曼陀罗:文嫣 古筝:姚佳慧 笛箫尺八:杜子华,济宁大剧院
2023-05-26 20:00,北京,威尼斯商人,鲍西亚:鲁芳岐 巴萨尼奧:王浩楠 安东尼奥:郭禹良 夏洛克:云孟和,时间剧场TIME THEATRE
2023-05-26 20:00,成都,Hi Hi 莎士比亚,JULIA:叶思琳 CESAR:杜皓云 PATRICK:赵嘉恒 HELEN:王竞琦,off stage live
2023-05-26 20:00,深圳,聊斋·画皮,白狐:丁臻滢 黑狐:项裕 王升:税子洺 穆欣:高金秀 富贵:周子钧 大帝/道长:张云轩,龙岗文化中心大剧院
2023-05-26 20:00,南宁,绽放,张桂梅:袁东方 老陈:淮梓伦 沈老师:代玮 小梦:袁子玉 木沐:徐梦丹 记者:许越,广西文化艺术中心
2023-05-27 11:00,成都,熊猫,,熊猫剧院
2023-05-27 14:00,上海,剧院魅影,魅影:何亮辰 克里斯汀·戴伊:潘杭苇 劳尔·沙尼子爵:马添龙 卡洛塔·朱迪切利:周孟涛 乌巴尔多·皮安吉:李忻润 费尔曼先生:王峙儒 安德烈先生:吴勃臻 吉瑞夫人:陈沁 梅格·吉瑞:樊苏颐,上海大剧院大剧场
2023-05-27 14:00,上海,南墙计划,小六:傅祥安 张忠礼:孙金瀚 大莲:李梓溪 肖傻子:徐奕然 胖子:李泽熙 德华:吴锦铎 白老师:周钰斐 宋荷:黄可 多功能:王皓 多功能:张睿姝 多功能:赵雅妮 多功能:王典 多功能:姜均,人民大舞台
2023-05-27 14:00,北京,理想之城,苏筱:王艺瑾 赵显坤:夏振凯 夏明:孙圣凯 徐知平:桑可舟 黄礼林:郝晓辉,天桥艺术中心大剧场
2023-05-27 14:00,北京,京·谣,王新元:王海祥 王超英:刘福安 南诗琴:黄绮雯 金顺:朱兴东 妍妍:马熙媛 肖彰:秦荣 瑟琳娜:曹娜 轩轩:顾轩畅,京演·民族文化宫大剧院
2023-05-27 14:00,成都,熊猫,,熊猫剧院
2023-05-27 14:30,上海,猎罪图鉴,沈翊:高杨 杜城:施哲明 蒋歌:张沁丹 范若瑄:莫海婧 瞿蓝心:陈希琰 任晓玄:刘乙萱 梁毅:刘政 蒋峰:田野 李晗:彭筱涵 张局/雷队:张益群 多功能男:饶恒宇 多功能女1:邹子月 多功能女2:叶嘉雯,云峰剧院
2023-05-27 14:30,上海,城堡,霍姆斯:郭亢 本杰明:钟嘉诚 凯莉:郭耀嵘 托尼:李苏霖,上海共舞台
2023-05-27 14:30,上海,致命旋律,尼古拉斯:赵洪博 科伦:张智伟 杰弗瑞:孙敬贤 艾芙琳:陈旭,长江剧场黑匣子
2023-05-27 14:30,上海,月亮与六便士,查尔斯:吴俊鹏 艾米&老板娘:易群 威廉&斯特里夫:薛尚文 布兰琪&爱塔:卓群,星空间815号·缪时客小剧场
2023-05-27 14:30,上海,小说,格雷·亨特:郭洧江 怀特·希斯曼:杜航 休·戴克:钱蒙楠,星空间115号·缪时客小剧场
2023-05-27 14:30,上海,FLAMES火焰,梅瑞狄斯:钱安琪 爱德蒙:孙豆尔 埃里克:顾易,星空间4号·缪时客小剧场
2023-05-27 14:30,上海,辛吉路的画材店,卡路:温升宝 塞修:左溢 辛吉:刘瀚聪,星空间2号·好好有戏剧场
2023-05-27 14:30,上海,嘿！亚利桑那,简:吴杭律 比利:滕春鹏 怀亚特:胡迪 约瑟芬:于梦滢 强尼:郭俊宇 哈利:唐超 波特:高旭,嘿！亚利桑那
2023-05-27 14:30,上海,狄俄尼索斯,狄俄尼索斯:陈晓琼 阿波罗:刘牧 安普罗斯:王颢珏 普罗辛诺斯/无名的人/阿里阿德涅/警察:刘明明,星空间622号·BDWAY小剧场
2023-05-27 14:30,北京,威尼斯商人,鲍西亚:冯鑫垚 巴萨尼奧:王浩楠 安东尼奥:郭禹良 夏洛克:云孟和,时间剧场TIME THEATRE
2023-05-27 14:30,北京,最美的一天,许静雅:党韫葳 大顺凡:周文嘉 小顺凡:娄睿 影子:马小乔,西区剧场
2023-05-27 14:30,北京,致命旋律,尼古拉斯:朱家鹏 科伦:姜崃 杰弗瑞:李信 艾芙琳:曹小欠儿,开心麻花磁剧场
2023-05-27 14:30,成都,灯塔,霍普:唐浩瑜 怀恩:薛钦元 守塔人:范杰,西部文化产业中心·鲸剧场
2023-05-27 14:30,无锡,I LOVE YOU…,MAN1:王天择 WOMAN1:贺梦洁 MAN2:袁野 WOMAN2:王樵知 钢琴:李俊成 小提琴:郑瑞诺,宜兴保利大剧院
2023-05-27 15:00,上海,谋杀歌谣,Tom:梁宵默 Sara:孙叶雨 Michael:马海生 旁白:杜钇樵,上海老卵俱乐部
2023-05-27 15:00,武汉,灯塔,霍普:元佳辰 怀恩:张鑫澳 守塔人:汤俊军,武汉剧院小剧场
2023-05-27 19:00,上海,Little Jack小杰克,Jack:顾易 Julie:陈棋尔,ARK LIVE HOUSE
2023-05-27 19:30,上海,剧院魅影,魅影:刘令飞 克里斯汀·戴伊:林韶 劳尔·沙尼子爵:赵超凡 卡洛塔·朱迪切利:周孟涛 乌巴尔多·皮安吉:李忻润 费尔曼先生:王峙儒 安德烈先生:吴勃臻 吉瑞夫人:陈沁 梅格·吉瑞:樊苏颐,上海大剧院大剧场
2023-05-27 19:30,上海,猎罪图鉴,沈翊:高杨 杜城:胡迪 蒋歌:徐瑶 范若瑄:莫海婧 瞿蓝心:陈希琰 任晓玄:刘乙萱 梁毅:倪晔 蒋峰:刘钊 李晗:彭筱涵 张局/雷队:张云轩 多功能男:饶恒宇 多功能女1:邹子月 多功能女2:叶嘉雯,云峰剧院
2023-05-27 19:30,上海,城堡,霍姆斯:郭嘉轩 本杰明:钟舜傲 凯莉:郭耀嵘 托尼:李磊,上海共舞台
