时间,城市,音乐剧,卡司,剧院
2024-06-06 19:30,上海,人间失格,刘令飞 叶麒圣 陈恬 亚森 张沁丹,上海大剧院大剧场
2024-06-06 19:30,上海,嗜血博士,王瑞 邵立君 赵子萌,星空间1023号·涵金小剧场
2024-06-06 19:30,上海,桑塔露琪亚,曹牧之 王天择 李珏,星空间6号·一台好戏小剧场
2024-06-06 19:30,上海,阿波罗尼亚,朱亮 王帅 陈志,星空间1号·一台好戏小剧场
2024-06-06 19:30,上海,小说,许昌泰 汤佳明 田野,星空间115号·缪时客小剧场
2024-06-06 19:30,上海,LIZZIE丽兹,丁辰西 马小乔 邓贤凌 王洁璐,星空间11号·MOriginal Box
2024-06-06 19:30,上海,纳尔齐斯与歌尔德蒙,纪晓坤 李苏霖,星空间74号·缪时客小剧场
2024-06-06 19:30,北京,想把我唱给您听,,小柯剧场
2024-06-06 19:30,广州,阿波罗尼亚,施博威 朱亚洲 杜航,阿波罗尼亚·广州馆
2024-06-06 20:00,深圳,雄狮少年,陈科铭 许乐 陈洁仪 覃一凡 冯志佑 米立（廖律平）,光明文化艺术中心 演艺中心大剧场
2024-06-06 20:00,深圳,胭脂扣,萧敬腾 丁臻滢 周默涵 刘宇希 明家歆 桑可舟 杜鑫艳 罗彦妮 马凯漪,深圳滨海艺术中心歌剧厅
2024-06-06 20:00,福州,绽放,谭维维 淮梓伦 代玮 袁子玉 徐梦丹 毋子玥 桑云龙 许越,福州海峡文化艺术中心-歌剧厅
2024-06-07 14:00,成都,熊猫,,熊猫剧院
2024-06-07 19:30,上海,人间失格,叶麒圣 刘令飞 陈恬 亚森 徐梦,上海大剧院大剧场
2024-06-07 19:30,上海,德米安,李苏霖 徐昊,上海共舞台
2024-06-07 19:30,上海,嗜血博士,马灵奇 汤佳明 黄可,星空间1023号·涵金小剧场
2024-06-07 19:30,上海,桑塔露琪亚,牛博为 邵奕磊 张梁,星空间6号·一台好戏小剧场
2024-06-07 19:30,上海,阿波罗尼亚,高品 李政绪 陈楷,星空间1号·一台好戏小剧场
2024-06-07 19:30,上海,FLAMES火焰,陈旭 钟嘉诚 夏阳,星空间4号·缪时客小剧场
2024-06-07 19:30,上海,辛吉路的画材店,朱羿达 姜义哲 刘瀚聪,星空间2号·好好有戏剧场
2024-06-07 19:30,上海,翻国王棋,顾易 张琦铭 刘官卫 孙欣业 李子涵 郑涵一,星空间77号·鲸剧场
2024-06-07 19:30,上海,嘿！亚利桑那,冯远 舒荣波 王逸飞 张烜尔 郭俊宇 薛尚文 智博闻,嘿！亚利桑那
2024-06-07 19:30,上海,摇滚太白·诗与星,左一平 王晓佳 王珏语涵,星空间407号·她剧场
2024-06-07 19:30,上海,梦微之,许昌泰 卢翰林,星空间33号 鲸·剧场
2024-06-07 19:30,上海,时光代理人,丁星辰 杨浩然 闫乐湟 沈恬 张嘉豪,时光剧场
2024-06-07 19:30,上海,#0528,李存贤 徐步超 王颢珏,星空间28号·好好有戏小剧场
2024-06-07 19:30,上海,当你心动时,王桓 叶宇锋 刘昱含,星空间12号·耶比剧场
2024-06-07 19:30,上海,谋杀歌谣,朱礼顺 陈棋尔 姜呈洋 孙乐仟,长宁来福士The Bell 钟楼演艺新空间
2024-06-07 19:30,上海,来自月亮的你,朱微之 马小乔 崔承宇 赵子萌,五角场合生汇B2城市集市·L空间
2024-06-07 19:30,上海,纳尔齐斯与歌尔德蒙,田野 相征,星空间74号·缪时客小剧场
2024-06-07 19:30,北京,我和我的雷锋,李昊阳 于惟一 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
2024-06-07 19:30,北京,想把我唱给您听,,小柯剧场
2024-06-07 19:30,北京,光影少年,徐子未 陈壬权 王晰 姚柏南 莫海婧 索南 赵云霄,二七剧场
2024-06-07 19:30,北京,婚礼歌手,丁辉 鲁芳岐 杨映宇 矫子奕 郭禹良 张家祺 秦子淳 于洋 薛融,朝阳剧场
2024-06-07 19:30,成都,基督山伯爵,阿云嘎 娄艺潇 李炜鹏 夏振凯 孙葛川野 席同歌 袁帅 黄恩茹 丁宇佳 苏晔 于佳鑫 郝晓辉,城市音乐厅歌剧厅
2024-06-07 19:30,广州,觉醒年代,李乐尧 于晓璘 侯京健 武阳坤 杨亚辉 吕润桐 曹小欠儿 邓欣锐 张嘉宇 吴以瀚 高尔金宝音 柏宇豪 刘朱烨,广东省友谊剧院
2024-06-07 19:30,广州,阿波罗尼亚,施博威 朱亚洲 杜牧,阿波罗尼亚·广州馆
2024-06-07 19:30,武汉,灯塔,林世杰 曾鑫 汤俊军,武汉剧院武演新空间
2024-06-07 19:30,武汉,蝶变,钱安琪 赵雨卉 付世刚,武汉剧院
2024-06-07 19:30,武汉,拜风,杨烁 刘秫呈 刘畅,武汉歌舞剧院520空间
2024-06-07 20:00,深圳,胭脂扣,张泽 郭耀嵘 周默涵 刘宇希 明家歆 桑可舟 杜鑫艳 罗彦妮 马凯漪,深圳滨海艺术中心歌剧厅
2024-06-07 20:00,福州,绽放,喻越越 淮梓伦 代玮 袁子玉 徐梦丹 毋子玥 桑云龙 许越,福州海峡文化艺术中心-歌剧厅
2024-06-07 20:00,东莞,粉丝来信,徐均朔 刘岩 刘浩冉 孙礼杰 胡芳洲 姜崃 朱家鹏,东莞玉兰大剧院
2024-06-08 10:30,成都,熊猫,,熊猫剧院
2024-06-08 12:30,成都,熊猫,,熊猫剧院
2024-06-08 14:00,西安,丝路之声,谭建业 田恬 周熙智 孙晶俐 张书豪 尉梦飞 杨雨婷 韩烨 王雨 殷赫阳,丝路欢乐世界·琴音剧场
2024-06-08 14:00,东莞,粉丝来信,徐均朔 刘岩 刘浩冉 孙礼杰 胡芳洲 姜崃 朱家鹏,东莞玉兰大剧院
2024-06-08 14:30,上海,德米安,夏阳 钟嘉诚,上海共舞台
2024-06-08 14:30,上海,嗜血博士,赵钱龙 邵立君 潘珏辰,星空间1023号·涵金小剧场
2024-06-08 14:30,上海,FLAMES火焰,洪果 钱蒙楠 许昌泰,星空间4号·缪时客小剧场
2024-06-08 14:30,上海,辛吉路的画材店,郭洧江 叶宇锋 王颢珏,星空间2号·好好有戏剧场
2024-06-08 14:30,上海,嘿！亚利桑那,马小乔 滕春鹏 刘勃汐 于梦滢 连江维 李子涵 高旭,嘿！亚利桑那
2024-06-08 14:30,上海,少年歌行·梵音谣,赵嘉豪 申昊川 缪卓凡 潘华杰,星空间81号·白剧场
2024-06-08 14:30,上海,梦微之,余镇鳌 卢翰林,星空间33号 鲸·剧场
2024-06-08 14:30,上海,时光代理人,王逸飞 朱涵彬 左一平 沈恬 许放星,时光剧场
2024-06-08 14:30,上海,#0528,姜义哲 田野 徐杭,星空间28号·好好有戏小剧场
2024-06-08 14:30,上海,谋杀歌谣,杨皓晨 孙叶雨 赵海宇 沐里,长宁来福士The Bell 钟楼演艺新空间
2024-06-08 14:30,上海,纳尔齐斯与歌尔德蒙,何铭海 白一博,星空间74号·缪时客小剧场
2024-06-08 14:30,北京,我和我的雷锋,李昊阳 于惟一 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
2024-06-08 14:30,北京,威尼斯商人,鲁芳岐 李嘉骏 张智伟 周校校,时间剧场TIME THEATRE
2024-06-08 14:30,北京,光影少年,饶恒宇 唐嘉齐 蒋倩如 刘欣 李施羽 张淼龙 赵云霄,二七剧场
2024-06-08 14:30,北京,婚礼歌手,丁辉 冯鑫垚 李子健 矫子奕 郭禹良 张家祺 刘思纤 于洋 薛融,朝阳剧场
2024-06-08 14:30,成都,基督山伯爵,赵超凡 娄艺潇 李炜鹏 夏振凯 孙葛川野 席同歌 袁帅 黄恩茹 丁宇佳 苏晔 于佳鑫 郝晓辉,城市音乐厅歌剧厅
2024-06-08 14:30,成都,灯塔,杨博皓 杜皓云 陈志鹏,西部文化产业中心·鲸剧场
2024-06-08 14:30,广州,觉醒年代,李乐尧 于晓璘 侯京健 武阳坤 杨亚辉 吕润桐 曹小欠儿 邓欣锐 张嘉宇 吴以瀚 高尔金宝音 柏宇豪 刘朱烨,广东省友谊剧院
2024-06-08 14:30,广州,阿波罗尼亚,郑金铠 王常凯 李坤嘉,阿波罗尼亚·广州馆
2024-06-08 14:30,武汉,蝶变,赵嘉艳 张沁丹 付世刚,武汉剧院
2024-06-08 14:30,深圳,胭脂扣,张泽 丁臻滢 周默涵 刘宇希 明家歆 桑可舟 杜鑫艳 罗彦妮 马凯漪,深圳滨海艺术中心歌剧厅
2024-06-08 14:30,南京,狄俄尼索斯,娄睿 姜呈洋 薛钦元 褚威,布洛幕小剧场
2024-06-08 15:00,武汉,灯塔,林世杰 张鑫澳 王皓,武汉剧院武演新空间
2024-06-08 15:00,武汉,小说,唐飞 曾鑫 刘秫呈,武演新空间（梦时代馆）
2024-06-08 15:00,深圳,求婚女王,,深圳知汇剧场
2024-06-08 16:00,北京,想把我唱给您听,,小柯剧场
2024-06-08 17:00,上海,LIZZIE丽兹,刘乙萱 郑涵一 李梓溪 王洁璐,星空间11号·MOriginal Box
2024-06-08 17:00,上海,疯子与赞美诗,项裕 张琛,星空间111号·墨剧场
2024-06-08 17:00,西安,丝路之声,谭建业 刘玥岑 周熙智 孙晶俐 张书豪 尉梦飞 孙紫薇 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-06-08 19:00,淄博,画皮,,淄博剧院
2024-06-08 19:30,上海,人间失格,刘令飞 叶麒圣 李炜铃 亚森 徐梦,上海大剧院大剧场
2024-06-08 19:30,上海,德米安,李苏霖 徐昊,上海共舞台
2024-06-08 19:30,上海,嗜血博士,马灵奇 汤邵文 葛洧吟,星空间1023号·涵金小剧场
2024-06-08 19:30,上海,桑塔露琪亚,李存贤 李政绪 张梁,星空间6号·一台好戏小剧场
2024-06-08 19:30,上海,阿波罗尼亚,高品 邵奕磊 袁泽智,星空间1号·一台好戏小剧场
2024-06-08 19:30,上海,FLAMES火焰,廖婧媛 田野 相征,星空间4号·缪时客小剧场
2024-06-08 19:30,上海,辛吉路的画材店,朱亚洲 戴家晟 顾易,星空间2号·好好有戏剧场
2024-06-08 19:30,上海,翻国王棋,徐泽辉 遇泓羊 李佳音 薛尚文 周波 黎珂儿,星空间77号·鲸剧场
2024-06-08 19:30,上海,嘿！亚利桑那,吴杭律 滕春鹏 胡迪 张烜尔 连江维 李子涵 脱骁尧,嘿！亚利桑那
2024-06-08 19:30,上海,47,钟舜傲 郭嘉轩,上海话剧艺术中心D6空间
2024-06-08 19:30,上海,摇滚太白·诗与星,胥子含 杜钇樵 钟嘉媚,星空间407号·她剧场
2024-06-08 19:30,上海,梦微之,许昌泰 赵洪博,星空间33号 鲸·剧场
2024-06-08 19:30,上海,时光代理人,郭虹旭 王敏辉 邓贤凌 郭珍艳 张嘉豪,时光剧场
2024-06-08 19:30,上海,#0528,温升宝 吴志军 刘瀚聪,星空间28号·好好有戏小剧场
2024-06-08 19:30,上海,当你心动时,徐佳文 王珏语涵 蔡馨怡,星空间12号·耶比剧场
2024-06-08 19:30,上海,谋杀歌谣,刘官卫 陈棋尔 王烨 孙乐仟,长宁来福士The Bell 钟楼演艺新空间
2024-06-08 19:30,上海,来自月亮的你,王天择 孙叶雨 姜义哲 湛嘉丽,五角场合生汇B2城市集市·L空间
2024-06-08 19:30,北京,我和我的雷锋,祁详沅 白子涵 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
2024-06-08 19:30,北京,光影少年,田鸿杰 朱衍丞 宋瑀哲 姚柏南 莫海婧 索南 赵云霄,二七剧场
2024-06-08 19:30,北京,婚礼歌手,丁辉 鲁芳岐 李子健 矫子奕 马志睿 张家祺 秦子淳 于洋 薛融,朝阳剧场
2024-06-08 19:30,北京,孤独城堡,肖颖婕 江东旭 刘俊泽,三里屯·爱乐汇艺术空间-时空剧场
2024-06-08 19:30,成都,基督山伯爵,阿云嘎 徐丽东 李炜鹏 姜彬 孙葛川野 席同歌 袁帅 黄恩茹 丁宇佳 苏晔 于佳鑫 郝晓辉,城市音乐厅歌剧厅
2024-06-08 19:30,广州,觉醒年代,李乐尧 于晓璘 侯京健 武阳坤 杨亚辉 吕润桐 曹小欠儿 邓欣锐 张嘉宇 吴以瀚 高尔金宝音 柏宇豪 刘朱烨,广东省友谊剧院
2024-06-08 19:30,广州,阿波罗尼亚,王博睿 周靖杰 杜牧,阿波罗尼亚·广州馆
2024-06-08 19:30,武汉,灯塔,刘君豪 曾鑫 罗明晖,武汉剧院武演新空间
2024-06-08 19:30,武汉,蝶变,叶嘉雯 张沁丹 付世刚,武汉剧院
2024-06-08 19:30,武汉,小说,文振宇 陈梓煊 张鑫澳,武演新空间（梦时代馆）
2024-06-08 19:30,南京,狄俄尼索斯,陈茜雅 刘牧 薛钦元 褚威,布洛幕小剧场
2024-06-08 19:30,西安,琵琶行,,西安人民剧院
2024-06-08 20:00,深圳,胭脂扣,萧敬腾 郭耀嵘 周默涵 刘宇希 明家歆 桑可舟 杜鑫艳 罗彦妮 马凯漪,深圳滨海艺术中心歌剧厅
2024-06-09 10:30,成都,熊猫,,熊猫剧院
2024-06-09 12:30,成都,熊猫,,熊猫剧院
2024-06-09 14:00,上海,翻国王棋,顾易 刘阳 李佳音 于滨嘉 李子涵 杨琳,星空间77号·鲸剧场
2024-06-09 14:00,上海,47,钟舜傲 郭嘉轩,上海话剧艺术中心D6空间
2024-06-09 14:00,北京,秋裤和擀面杖,张赛怡 于洋 王凌毅 吴勃臻 肖颖婕,三里屯·爱乐汇艺术空间-时空剧场
2024-06-09 14:00,西安,丝路之声,谭建业 田恬 周熙智 李佳璐 张书豪 尉梦飞 杨雨婷 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-06-09 14:30,上海,德米安,赵凡嘉 张玮伦,上海共舞台
2024-06-09 14:30,上海,嗜血博士,缪卓凡 徐步超 贾景伊,星空间1023号·涵金小剧场
2024-06-09 14:30,上海,小说,丁星辰 汤佳明 张云轩,星空间115号·缪时客小剧场
2024-06-09 14:30,上海,FLAMES火焰,廖婧媛 钱蒙楠 相征,星空间4号·缪时客小剧场
2024-06-09 14:30,上海,嘿！亚利桑那,冯远 刘瀚聪 王逸飞 周文嘉 李泽晨 宋凯文 脱骁尧,嘿！亚利桑那
2024-06-09 14:30,上海,Little Jack小杰克,田野 闫乐湟,ARK LIVE HOUSE
2024-06-09 14:30,上海,摇滚太白·诗与星,胥子含 陈蕊Grace 王珏语涵,星空间407号·她剧场
2024-06-09 14:30,上海,时光代理人,郭虹旭 王敏辉 邓贤凌 朱佳艳 张嘉豪,时光剧场
2024-06-09 14:30,上海,#0528,赵霄汉 左溢 王颢珏,星空间28号·好好有戏小剧场
2024-06-09 14:30,上海,当你心动时,杨浩然 施博威 陈旭,星空间12号·耶比剧场
2024-06-09 14:30,上海,谋杀歌谣,范金锴 赵雨卉 王烨 刘禹彤,长宁来福士The Bell 钟楼演艺新空间
2024-06-09 14:30,上海,来自月亮的你,朱微之 马小乔 崔承宇 于梦滢,五角场合生汇B2城市集市·L空间
2024-06-09 14:30,北京,我和我的雷锋,祁详沅 白子涵 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
2024-06-09 14:30,北京,威尼斯商人,宁馨儿 李嘉骏 张智伟 周校校,时间剧场TIME THEATRE
2024-06-09 14:30,北京,光影少年,黄唯铭 陈壬权 黄子弘凡 刘欣 莫海婧 索南 赵云霄,二七剧场
2024-06-09 14:30,北京,婚礼歌手,丁辉 冯鑫垚 杨映宇 矫子奕 马志睿 张家祺 刘思纤 乌尼思 薛融,朝阳剧场
2024-06-09 14:30,成都,基督山伯爵,赵超凡 徐丽东 李炜鹏 姜彬 孙葛川野 席同歌 袁帅 黄恩茹 丁宇佳 苏晔 于佳鑫 郝晓辉,城市音乐厅歌剧厅
2024-06-09 14:30,广州,阿波罗尼亚,郑金铠 周靖杰 李坤嘉,阿波罗尼亚·广州馆
2024-06-09 14:30,南京,狄俄尼索斯,陈茜雅 姜呈洋 王瑞 陈博翰,布洛幕小剧场
2024-06-09 15:00,武汉,灯塔,文振宇 曾鑫 罗明晖,武汉剧院武演新空间
2024-06-09 15:00,武汉,小说,唐飞 曾阵 刘秫呈,武演新空间（梦时代馆）
2024-06-09 15:00,深圳,求婚女王,,深圳知汇剧场
2024-06-09 16:00,北京,想把我唱给您听,,小柯剧场
2024-06-09 17:00,西安,丝路之声,谭建业 王腊 周熙智 孙晶俐 张书豪 尉梦飞 杨雨婷 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-06-09 19:30,上海,德米安,夏阳 钟嘉诚,上海共舞台
2024-06-09 19:30,上海,嗜血博士,赵钱龙 徐佳文 潘珏辰,星空间1023号·涵金小剧场
2024-06-09 19:30,上海,桑塔露琪亚,李存贤 邵奕磊 陈科铭,星空间6号·一台好戏小剧场
2024-06-09 19:30,上海,阿波罗尼亚,施博威 范金锴 袁泽智,星空间1号·一台好戏小剧场
2024-06-09 19:30,上海,FLAMES火焰,谢一溦 何铭海 汤佳明,星空间4号·缪时客小剧场
2024-06-09 19:30,上海,辛吉路的画材店,徐杭 尹智博 顾易,星空间2号·好好有戏剧场
2024-06-09 19:30,上海,灯塔,周一男 徐泽辉 翟松,星空间9号·鲸剧场
2024-06-09 19:30,上海,嘿！亚利桑那,吴杭律 陈楷 王佳宽 张烜尔 郭俊宇 薛尚文 高旭,嘿！亚利桑那
2024-06-09 19:30,上海,47,赵伟钢 蛋蛋,上海话剧艺术中心D6空间
2024-06-09 19:30,上海,摇滚太白·诗与星,范可妮 庞雪倩 钟嘉媚,星空间407号·她剧场
2024-06-09 19:30,上海,梦微之,沈育奇 赵洪博,星空间33号 鲸·剧场
2024-06-09 19:30,上海,时光代理人,舒荣波 杜光祎 左一平 沈恬 智博闻,时光剧场
2024-06-09 19:30,上海,#0528,江泽辰 刘政 刘瀚聪,星空间28号·好好有戏小剧场
2024-06-09 19:30,上海,当你心动时,刘子赫 万钰彬 覃一凡,星空间12号·耶比剧场
2024-06-09 19:30,上海,谋杀歌谣,梁宵默 陈棋尔 王天择 沐里,长宁来福士The Bell 钟楼演艺新空间
2024-06-09 19:30,上海,疯子与赞美诗,张铎 朱家鹏,星空间111号·墨剧场
2024-06-09 19:30,上海,来自月亮的你,胡迪 严小北 姜义哲 湛嘉丽,五角场合生汇B2城市集市·L空间
2024-06-09 19:30,上海,纳尔齐斯与歌尔德蒙,朱微之 许昌泰,星空间74号·缪时客小剧场
2024-06-09 19:30,北京,我和我的雷锋,李昊阳 于惟一 平静 崔开 陈嘉璐 潘蕾蕾 王晟熙 滕奎兴 赵亮 高玉中 李依桐 李雅伦,天桥艺术中心中剧场
2024-06-09 19:30,北京,光影少年,徐子未 唐嘉齐 黄子弘凡 吴灏 李施羽 张淼龙 赵云霄,二七剧场
2024-06-09 19:30,北京,婚礼歌手,王培杰 冯鑫垚 杨映宇 曹小欠儿 桑可舟 帕赛 文颖倩 乌尼思 赵梓岑,朝阳剧场
2024-06-09 19:30,成都,灯塔,韩佳旭 王世鑫 杜舟,西部文化产业中心·鲸剧场
2024-06-09 19:30,广州,阿波罗尼亚,王博睿 王常凯 李玉言,阿波罗尼亚·广州馆
2024-06-09 19:30,武汉,灯塔,刘君豪 陈梓煊 刘秫呈,武汉剧院武演新空间
2024-06-09 19:30,武汉,拜风,黄磊 汤俊军 夏梦,武汉歌舞剧院520空间
2024-06-09 19:30,南京,狄俄尼索斯,娄睿 刘牧 王瑞 陈博翰,布洛幕小剧场
2024-06-09 19:30,西安,琵琶行,,西安人民剧院
2024-06-09 19:30,合肥,求婚女王,李佳妮,合肥开心麻花 花花世界剧场(车桥新界店)
2024-06-09 20:00,上海,LIZZIE丽兹,刘乙萱 郑涵一 邓贤凌 党韫葳,星空间11号·MOriginal Box
2024-06-09 20:00,深圳,求婚女王,,深圳知汇剧场
2024-06-10 10:30,成都,熊猫,,熊猫剧院
2024-06-10 12:30,成都,熊猫,,熊猫剧院
2024-06-10 14:00,上海,47,钟舜傲 蛋蛋,上海话剧艺术中心D6空间
2024-06-10 14:00,西安,丝路之声,谭建业 田恬 周熙智 孙晶俐 张书豪 尉梦飞 杨雨婷 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-06-10 14:30,上海,德米安,毛二 徐昊,上海共舞台
2024-06-10 14:30,上海,嗜血博士,沈育奇 汤邵文 潘珏辰,星空间1023号·涵金小剧场
2024-06-10 14:30,上海,桑塔露琪亚,郝李英杰 李秋盟 陈志,星空间6号·一台好戏小剧场
2024-06-10 14:30,上海,小说,刘钊 王瀚宇 钱蒙楠,星空间115号·缪时客小剧场
2024-06-10 14:30,上海,FLAMES火焰,钱安琪 钟嘉诚 许昌泰,星空间4号·缪时客小剧场
2024-06-10 14:30,上海,辛吉路的画材店,朱羿达 董豫辰 车鸣笛,星空间2号·好好有戏剧场
2024-06-10 14:30,上海,嘿！亚利桑那,马小乔 刘瀚聪 王逸飞 于梦滢 连江维 李子涵 孙金瀚,嘿！亚利桑那
2024-06-10 14:30,上海,摇滚太白·诗与星,左一平 张沁丹 钟嘉媚,星空间407号·她剧场
2024-06-10 14:30,上海,梦微之,余镇鳌 叶宇锋,星空间33号 鲸·剧场
2024-06-10 14:30,上海,时光代理人,舒荣波 吴以瀚 强东玥 朱佳艳 李泽熙,时光剧场
2024-06-10 14:30,上海,#0528,姜义哲 于滨嘉 施博威,星空间28号·好好有戏小剧场
2024-06-10 14:30,上海,谋杀歌谣,范金锴 孙叶雨 姜呈洋 刘晓,长宁来福士The Bell 钟楼演艺新空间
2024-06-10 14:30,上海,纳尔齐斯与歌尔德蒙,何铭海 汤佳明,星空间74号·缪时客小剧场
2024-06-10 14:30,北京,婚礼歌手,王培杰 冯鑫垚 杨映宇 曹小欠儿 桑可舟 帕赛 文颖倩 乌尼思 赵梓岑,朝阳剧场
2024-06-10 14:30,成都,灯塔,王佑名 周靖杰 傅郅宸,西部文化产业中心·鲸剧场
2024-06-10 14:30,广州,阿波罗尼亚,王博睿 张毅凯 李玉言,阿波罗尼亚·广州馆
2024-06-10 15:00,北京,孤独城堡,鲁芳岐 江东旭 黄思惟,三里屯·爱乐汇艺术空间-时空剧场
2024-06-10 15:00,武汉,灯塔,李坤嘉 张鑫澳 王皓,武汉剧院武演新空间
2024-06-10 15:00,武汉,小说,唐飞 陈梓煊 汤俊军,武演新空间（梦时代馆）
2024-06-10 15:00,深圳,求婚女王,,深圳知汇剧场
2024-06-10 15:00,南京,狄俄尼索斯,陈茜雅 田祥晔 陈晨 褚威,布洛幕小剧场
2024-06-10 15:00,合肥,求婚女王,李佳妮,合肥开心麻花 花花世界剧场(车桥新界店)
2024-06-10 16:00,北京,想把我唱给您听,,小柯剧场
2024-06-10 17:00,上海,LIZZIE丽兹,刘乙萱 杜鑫艳 周文嘉 赵雨卉,星空间11号·MOriginal Box
2024-06-10 17:00,上海,少年歌行·梵音谣,梁庆海 周宇杰 徐步超 王梓,星空间81号·白剧场
2024-06-10 17:00,上海,疯子与赞美诗,傅祥安 朱家鹏,星空间111号·墨剧场
2024-06-10 17:00,西安,丝路之声,谭建业 田恬 周熙智 孙晶俐 张书豪 尉梦飞 孙紫薇 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-06-10 19:30,上海,德米安,赵凡嘉 张玮伦,上海共舞台
2024-06-10 19:30,上海,嗜血博士,朱微之 田野 葛洧吟,星空间1023号·涵金小剧场
2024-06-10 19:30,上海,桑塔露琪亚,李存贤 李政绪 张梁,星空间6号·一台好戏小剧场
2024-06-10 19:30,上海,阿波罗尼亚,徐佳文 朱亚洲 陈楷,星空间1号·一台好戏小剧场
2024-06-10 19:30,上海,灯塔,赵洪博 王逸飞 遇泓羊,星空间9号·鲸剧场
2024-06-10 19:30,上海,翻国王棋,郭虹旭 李秋盟 宁梦恬 薛尚文 宋元明 杨琳,星空间77号·鲸剧场
2024-06-10 19:30,上海,47,赵伟钢 郭嘉轩,上海话剧艺术中心D6空间
2024-06-10 19:30,上海,时光代理人,曹牧之 吴以瀚 钱安琪 沈恬 周波,时光剧场
2024-06-10 19:30,上海,#0528,温升宝 林大钦 王颢珏,星空间28号·好好有戏小剧场
2024-06-10 19:30,上海,当你心动时,马灵奇 宋凯文 叶嘉雯,星空间12号·耶比剧场
2024-06-10 19:30,北京,婚礼歌手,王培杰 冯鑫垚 杨映宇 曹小欠儿 桑可舟 帕赛 文颖倩 乌尼思 赵梓岑,朝阳剧场
2024-06-11 14:00,西安,丝路之声,谭建业 田恬 周熙智 李佳璐 张书豪 尉梦飞 杨雨婷 韩烨 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-06-11 19:30,上海,FLAMES火焰,钱安琪 何铭海 顾易,星空间4号·缪时客小剧场
2024-06-11 20:00,珠海,绽放,谭维维 淮梓伦 代玮 袁子玉 徐梦丹 毋子玥 桑云龙 许越,珠海大剧院歌剧厅
2024-06-12 14:00,成都,熊猫,,熊猫剧院
2024-06-12 14:00,西安,丝路之声,谭建业 刘玥岑 周熙智 李佳璐 张书豪 尉梦飞 杨雨婷 王笑语 王雨 殷赫阳,丝路欢乐世界·琴音剧场
2024-06-12 19:30,上海,德米安,相征 钱蒙楠,上海共舞台
2024-06-12 19:30,上海,嗜血博士,顾易 何铭海 赵子萌,星空间1023号·涵金小剧场
2024-06-12 19:30,上海,桑塔露琪亚,曹牧之 王帅 朱亮,星空间6号·一台好戏小剧场
2024-06-12 19:30,上海,阿波罗尼亚,陈科铭 范金锴 牛博为,星空间1号·一台好戏小剧场
2024-06-12 19:30,上海,FLAMES火焰,廖婧媛 纪晓坤 汤佳明,星空间4号·缪时客小剧场
2024-06-12 19:30,上海,LIZZIE丽兹,丁辰西 杜鑫艳 邓贤凌 赵雨卉,星空间11号·MOriginal Box
2024-06-12 19:30,上海,47,赵伟钢 郭嘉轩,上海话剧艺术中心D6空间
2024-06-12 19:30,上海,#0528,江泽辰 于滨嘉 王颢珏,星空间28号·好好有戏小剧场
2024-06-12 19:30,上海,当你心动时,许昌泰 万钰彬 黄可,星空间12号·耶比剧场
2024-06-12 19:30,北京,想把我唱给您听,,小柯剧场
2024-06-12 19:30,成都,血色湘江,,成都高新中演大剧院大剧场
2024-06-12 20:00,珠海,绽放,喻越越 淮梓伦 代玮 袁子玉 徐梦丹 毋子玥 桑云龙 许越,珠海大剧院歌剧厅
2024-06-13 14:00,成都,熊猫,,熊猫剧院
2024-06-13 14:00,西安,丝路之声,谭建业 田恬 周熙智 李佳璐 张书豪 尉梦飞 杨雨婷 王笑语 林梦圆 殷赫阳,丝路欢乐世界·琴音剧场
2024-06-13 19:30,上海,德米安,毛二 汤佳明,上海共舞台
2024-06-13 19:30,上海,光影少年,徐子未 唐嘉齐 伯远 姚柏南 莫海婧 索南 赵云霄,人民大舞台
2024-06-13 19:30,上海,嗜血博士,白一博 邵立君 潘珏辰,星空间1023号·涵金小剧场
2024-06-13 19:30,上海,桑塔露琪亚,曹牧之 王天择 吴以瀚,星空间6号·一台好戏小剧场
2024-06-13 19:30,上海,阿波罗尼亚,朱亮 王帅 陈志,星空间1号·一台好戏小剧场
2024-06-13 19:30,上海,辛吉路的画材店,李珏 于滨嘉 车鸣笛,星空间2号·好好有戏剧场
2024-06-13 19:30,上海,LIZZIE丽兹,严小北 马小乔 叶嘉雯 王洁璐,星空间11号·MOriginal Box
2024-06-13 19:30,上海,47,钟舜傲 蛋蛋,上海话剧艺术中心D6空间
